9.8817	139.6346	0
17.8474	139.7097	-0.0000
25.6151	139.8065	-0.0000
33.2060	139.8710	-0.0000
40.6415	139.8493	-0.0000
47.9430	139.6875	-0.0000
55.1317	139.3315	-0.0000
62.2290	138.7274	-0.0000
69.0343	137.7036	-0.0000
75.4618	136.2508	-0.0000
81.7049	134.5586	-0.0000
87.9572	132.8167	-0.0000
94.4120	131.2147	-0.0000
101.2630	129.9423	-0.0000
108.7034	129.1891	-0.0000
116.7697	129.2585	-0.0000
125.3017	130.0829	-0.0000
134.1989	131.2960	-0.0000
143.3605	132.5309	-0.0000
152.6859	133.4214	-0.0000
162.0743	133.6007	-0.0000
171.4251	132.7023	-0.0000
181.0811	130.8250	-0.0000
191.2459	128.3274	-0.0000
201.6103	125.2330	-0.0000
211.8653	121.5654	-0.0000
221.7016	117.3480	-0.0000
230.8102	112.6044	-0.0000
238.8818	107.3580	-0.0000
246.0343	102.0314	-0.0000
252.5818	96.7445	-0.0000
258.5096	91.0668	-0.0000
263.8027	84.5683	-0.0000
268.4464	76.8186	-0.0000
272.4258	67.3874	-0.0000
275.7262	55.8444	-0.0000
278.3626	41.0263	-0.0000
280.3532	22.9276	-0.0000
281.6877	2.8553 -0.0000
282.3563	-17.8839	-0.0000
282.3487	-37.9829	-0.0000
281.6550	-56.1352	-0.0000
280.2648	-71.0336	-0.0000
277.9991	-82.7352	-0.0000
274.8070	-92.4208	-0.0000
270.8711	-100.4688	-0.0000
266.3742	-107.2579	-0.0000
261.4987	-113.1669	-0.0000
256.4272	-118.5743	-0.0000
251.3424	-123.8589	-0.0000
245.8708	-128.7827	-0.0000
239.7254	-132.9299	-0.0000
233.2189	-136.4121	-0.0000
226.6641	-139.3410	-0.0000
220.3736	-141.8283	-0.0000
214.6601	-143.9857	-0.0000
209.8362	-145.9248	-0.0000
206.1660	-147.4867	-0.0000
203.4598	-148.5192	-0.0000
201.3490	-149.1440	-0.0000
199.4655	-149.4827	-0.0000
197.4407	-149.6572	-0.0000
194.9064	-149.7890	-0.0000
191.4942	-150.0000	-0.0000
187.1879	-150.1312	-0.0349
182.3095	-150.0215	-0.1163
176.9980	-149.7891	-0.2093
171.3925	-149.5524	-0.2791
165.6317	-149.4298	-0.2907
159.8549	-149.5396	-0.2093
154.2008	-150.0000	-0.0000
148.5314	-150.9234	0.3740
142.6771	-152.2418	0.8940
136.7298	-153.8038	1.5115
130.7811	-155.4576	2.1781
124.9230	-157.0515	2.8454
119.2471	-158.4339	3.4651
113.8452	-159.4531	3.9885
109.5690	-160.1614	4.3391
106.6207	-160.7110	4.5341
104.1182	-161.1002	4.6666
101.1792	-161.3273	4.8295
96.9215	-161.3906	5.1156
90.4632	-161.2884	5.6180
80.9219	-161.0189	6.4296
66.7058	-160.4947	6.9798
48.0683	-159.6879	6.9958
26.8954	-158.6868	7.0171
5.0732	-157.5795	7.5835
-15.5125	-156.4542	9.2345
-32.9754	-155.3990	12.5096
-45.4298	-154.5021	17.9485
-53.3084	-153.7121	26.6987
-58.4319	-152.9334	38.6632
-60.9963	-152.1881	52.5145
-61.1971	-151.4982	66.9251
-59.2304	-150.8858	80.5676
-55.2918	-150.3730	92.1146
-49.5772	-149.9818	100.2385
-40.3368	-149.7590	105.3941
-26.8134	-149.7007	108.9128
-10.6915	-149.7527	110.7824
6.3447	-149.8606	110.9909
22.6105	-149.9705	109.5262
36.4215	-150.0280	106.3761
46.0934	-149.9790	101.5287
52.3746	-149.8414	93.7020
57.0121	-149.6694	82.4793
59.8186	-149.4631	69.1467
60.6071	-149.2225	54.9901
59.1905	-148.9478	41.2955
55.3817	-148.6391	29.3490
48.9935	-148.2963	20.4364
38.4142	-147.8739	14.5857
23.2728	-147.3565	10.6630
5.2436	-146.7899	8.2119
-13.9995	-146.2195	6.7757
-32.7822	-145.6911	5.8980
-49.4305	-145.2503	5.1223
-62.2702	-144.9426	3.9920
-71.1566	-144.7740	2.7333
-77.5296	-144.7059	1.8274
-82.0919	-144.7172	1.2003
-85.5463	-144.7868	0.7780
-88.5956	-144.8935	0.4866
-91.9424	-145.0163	0.2519
-96.2896	-145.1341	-0.0000
-101.2060	-145.2927	-0.2095
-105.9233	-145.5261	-0.2910
-110.6384	-145.7956	-0.2793
-115.5480	-146.0623	-0.2095
-120.8490	-146.2874	-0.1164
-126.7380	-146.4321	-0.0349
-133.4119	-146.4575	-0.0000
-141.1280	-146.5782	-0.0000
-149.7972	-146.9001	-0.0000
-159.0965	-147.2217	-0.0000
-168.7030	-147.3415	-0.0000
-178.2939	-147.0579	-0.0000
-187.5461	-146.1693	-0.0000
-196.1369	-144.4741	-0.0000
-204.3688	-142.3165	-0.1556
-212.6297	-139.9901	-0.5186
-220.7246	-137.2182	-0.9335
-228.4586	-133.7240	-1.2446
-235.6367	-129.2306	-1.2965
-242.0639	-123.4612	-0.9335
-247.5452	-116.1390	-0.0000
-252.3790	-106.6872	1.7200
-256.8382	-95.1594	4.1603
-260.6893	-82.2249	7.0530
-263.6989	-68.5528	10.1300
-265.6334	-54.8121	13.1235
-266.2595	-41.6720	15.7653
-265.3437	-29.8016	17.7876
-262.8550	-18.5949	19.2743
-258.9907	-7.2554	20.4915
-253.8594	3.8341	21.4447
-247.5700	14.2910	22.1393
-240.2313	23.7322	22.5805
-231.9521	31.7752	22.7738
-222.8412	38.0369	22.7246
-211.9234	42.7556	22.2962
-198.7769	46.3510	21.4381
-184.3405	48.7125	20.2855
-169.5534	49.7295	18.9730
-155.3544	49.2915	17.6356
-142.6826	47.2878	16.4083
-132.4769	43.6079	15.4258
-124.3523	37.5437	14.6607
-117.3459	28.9572	13.9841
-111.5296	18.5937	13.3784
-106.9755	7.1981	12.8260
-103.7555	-4.4846	12.3094
-101.9416	-15.7093	11.8111
-101.6058	-25.7310	11.3135
-103.0003	-35.2328	10.8805
-106.1450	-45.1046	10.5490
-110.7639	-54.9117	10.2609
-116.5808	-64.2193	9.9583
-123.3196	-72.5927	9.5831
-130.7043	-79.5972	9.0773
-138.4585	-84.7978	8.3828
-147.2922	-88.2205	7.3981
-157.6873	-90.2601	6.1407
-169.0262	-91.0359	4.7317
-180.6911	-90.6671	3.2922
-192.0642	-89.2729	1.9430
-202.5279	-86.9727	0.8053
-211.4644	-83.8856	-0.0000
-219.0542	-79.8616	-0.4399
-225.9064	-74.7448	-0.6110
-232.0466	-68.6453	-0.5866
-237.5002	-61.6736	-0.4399
-242.2928	-53.9397	-0.2444
