-246.4499	-45.5540	-0.0733
-249.9969	-36.6267	-0.0000
-252.9084	-26.6052	-0.0837
-255.1530	-15.2072	-0.2994
-256.7479	-2.9486	-0.5945
-257.7101	9.6546	-0.9159
-258.0568	22.0865	-1.2110
-257.8049	33.8312	-1.4267
-256.9716	44.3728	-1.5104
-255.3578	53.9785	-1.4267
-252.8818	63.1960	-1.2110
-249.7372	71.9299	-0.9159
-246.1173	80.0852	-0.5945
-242.2156	87.5665	-0.2994
-238.2256	94.2787	-0.0837
-234.3407	100.1265	-0.0000
-230.5163	104.9252	-0.0000
-226.5658	108.6979	-0.0000
-222.4690	111.6611	-0.0000
-218.2062	114.0311	-0.0000
-213.7572	116.0244	-0.0000
-209.1023	117.8575	-0.0000
-204.2213	119.7468	-0.0000
-199.2232	121.5469	-0.0000
-194.1619	123.0168	-0.0000
-188.9353	124.2299	-0.0000
-183.4412	125.2594	-0.0000
-177.5774	126.1788	-0.0000
-171.2417	127.0613	-0.0000
-164.332	127.9801	0
-155.5687	128.7269	0
-146.8054	129.4737	0
-138.0421	130.2205	0
-129.2788	130.9673	0
-120.5155	131.7141	0
-111.7522	132.4609	0
-102.9889	133.2077	0
-95.53001429	133.9037571	0
-88.07112857	134.5998143	0
-80.61224286	135.2958714	0
-73.15335714	135.9919286	0
-65.69447143	136.6879857	0
-58.23558571	137.3840429	0
-50.7767	138.0801	0
-42.11121429	138.3021714	0
-33.44572857	138.5242429	0
-24.78024286	138.7463143	0
-16.11475714	138.9683857	0
-7.449271429	139.1904571	0
1.216214286	139.4125286	0
